LOAN_AMOUNT,CREDIT_SCORE,MONTHLY_INCOME,DEBT_TO_INCOME_RATIO,LOAN_TERM_MONTHS,EMPLOYMENT_STATUS,EDUCATION_LEVEL,LOAN_PURPOSE,STATE,LOAN_DEFAULT
14626,664,500,0.54,60,Employed,Bachelors,Debt Consolidation,CA,1
21129,769,5451,0.26,48,Employed,Masters,Debt Consolidation,GA,0
4556,528,3041,0.38,23,Employed,High School,Business,FL,1
10697,447,500,0.52,28,Self-Employed,Masters,Business,CA,1
19333,595,1039,0.50,40,Employed,Bachelors,Debt Consolidation,OH,1
21943,850,2856,0.07,71,Employed,High School,Education,CA,1
16393,733,5369,0.09,41,Employed,High School,Debt Consolidation,IL,0
9584,390,500,0.37,11,Self-Employed,Bachelors,Car,OH,1
10805,850,4481,0.25,70,Self-Employed,Bachelors,Debt Consolidation,NY,0
10004,539,1255,0.23,30,Employed,Bachelors,Home,FL,0
19315,300,500,0.18,6,Employed,Bachelors,Car,OH,1
25782,850,7688,0.18,77,Self-Employed,High School,Business,NC,0
19231,689,4049,0.24,41,Employed,Bachelors,Education,GA,0
20119,554,1732,0.47,30,Employed,High School,Debt Consolidation,FL,1
19626,764,7907,0.29,37,Self-Employed,High School,Business,NC,0
12538,416,500,0.17,16,Unemployed,High School,Education,CA,1
13613,615,4832,0.73,32,Employed,High School,Car,TX,1
11452,488,2186,0.31,18,Retired,High School,Business,IL,1
6146,468,986,0.06,18,Unemployed,High School,Business,NY,0
14733,507,1995,0.05,18,Employed,Masters,Debt Consolidation,FL,1
4846,588,4889,0.23,24,Self-Employed,High School,Business,TX,0
16814,481,500,0.61,32,Self-Employed,Bachelors,Home,TX,1
1814,621,2411,0.16,40,Self-Employed,Bachelors,Business,TX,0
22139,336,1101,0.53,6,Employed,Masters,Debt Consolidation,CA,1
18952,462,3058,0.24,7,Employed,Masters,Debt Consolidation,TX,1
27400,541,5693,0.30,7,Employed,Bachelors,Education,FL,0
20099,547,2669,0.39,24,Unemployed,High School,Business,NY,1
15916,639,3536,0.15,34,Employed,High School,Car,TX,0
21113,641,3403,0.35,36,Employed,Masters,Debt Consolidation,FL,1
23788,707,2656,0.47,50,Employed,High School,Education,IL,0
29044,612,5847,0.32,18,Retired,Bachelors,Debt Consolidation,NY,0
11687,553,2790,0.44,27,Employed,High School,Debt Consolidation,FL,1
18746,559,3566,0.30,22,Unemployed,Bachelors,Home,OH,1
15924,459,2007,0.05,9,Retired,High School,Car,NY,0
10450,547,2154,0.19,27,Employed,Bachelors,Business,CA,1
1000,655,4888,0.07,35,Employed,High School,Debt Consolidation,IL,0
18408,541,763,0.52,33,Employed,High School,Business,NC,1
21124,652,1740,0.50,46,Employed,High School,Business,IL,0
3781,686,5853,0.15,36,Employed,Masters,Education,CA,0
1000,643,3024,0.07,41,Employed,Bachelors,Business,FL,0
23609,517,4693,0.29,8,Self-Employed,High School,Education,NY,1
1000,491,3072,0.27,18,Employed,High School,Business,IL,0
3885,623,5739,0.33,28,Retired,Bachelors,Home,NC,0
20479,498,4306,0.26,7,Retired,Bachelors,Debt Consolidation,NC,0
20567,552,1859,0.46,29,Employed,High School,Car,TX,1
7195,516,500,0.28,32,Self-Employed,Bachelors,Home,GA,0
12870,548,5786,0.23,11,Employed,Bachelors,Education,NC,0
21370,555,2988,0.39,24,Employed,Bachelors,Car,CA,1
1000,605,4109,0.15,31,Self-Employed,High School,Business,NY,0
2124,708,3768,0.19,49,Retired,High School,Education,NY,0
24800,300,500,0.40,6,Employed,Masters,Home,NY,1
18112,694,5226,0.22,37,Self-Employed,Masters,Education,TX,1
7058,698,4057,0.19,45,Self-Employed,Bachelors,Debt Consolidation,CA,0
5433,521,1412,0.39,29,Employed,High School,Home,IL,0
19718,474,2289,0.41,14,Self-Employed,High School,Car,NC,1
20672,850,6744,0.14,57,Employed,High School,Car,NY,0
13153,572,639,0.25,37,Employed,High School,Education,CA,1
19764,604,2452,0.41,35,Unemployed,Masters,Business,CA,1
14304,550,3598,0.11,19,Employed,PhD,Education,IL,0
12375,384,500,0.31,9,Self-Employed,High School,Education,GA,1
5157,351,726,0.39,6,Self-Employed,Masters,Business,OH,1
20842,693,2160,0.45,51,Employed,Bachelors,Education,OH,0
23906,721,607,0.63,63,Employed,Bachelors,Business,TX,1
22366,543,4615,0.27,13,Employed,High School,Home,TX,1
25332,555,5024,0.31,13,Employed,High School,Car,NC,1
10407,502,2681,0.48,20,Employed,High School,Home,NY,1
1000,639,2979,0.35,44,Employed,Bachelors,Business,CA,0
21481,696,1363,0.24,52,Self-Employed,Bachelors,Debt Consolidation,GA,0
20309,595,1216,0.51,39,Unemployed,Bachelors,Car,NC,1
4096,653,2600,0.10,43,Unemployed,Bachelors,Car,IL,0
12463,465,500,0.17,23,Unemployed,High School,Home,NY,1
17583,434,500,0.19,17,Unemployed,High School,Car,TX,1
7940,597,2736,0.30,34,Employed,Bachelors,Debt Consolidation,NC,0
4149,540,3553,0.30,23,Employed,Bachelors,Car,TX,0
17658,441,2152,0.25,8,Employed,Masters,Car,IL,1
12755,656,5531,0.05,28,Unemployed,Bachelors,Business,TX,0
12196,478,1202,0.28,20,Employed,Bachelors,Home,OH,0
17564,456,677,0.50,19,Employed,Bachelors,Home,FL,1
22880,367,500,0.25,6,Employed,Masters,Home,CA,1
24867,629,5332,0.27,24,Unemployed,High School,Home,OH,0
19824,433,729,0.31,12,Unemployed,Masters,Home,CA,1
8855,491,500,0.26,26,Self-Employed,PhD,Business,OH,1
9027,646,4623,0.30,34,Retired,Bachelors,Home,NC,1
19371,421,2973,0.36,6,Employed,High School,Home,OH,1
7792,376,2339,0.26,6,Employed,Masters,Business,OH,1
9030,401,1121,0.54,11,Unemployed,Masters,Business,IL,0
11245,515,1717,0.40,25,Unemployed,High School,Debt Consolidation,GA,1
11795,430,500,0.05,24,Employed,Bachelors,Home,NY,1
6582,300,500,0.47,6,Employed,Bachelors,Business,IL,1
11672,439,2251,0.38,10,Employed,High School,Home,GA,1
1000,675,6001,0.17,35,Employed,Masters,Education,OH,0
22569,850,8018,0.05,78,Self-Employed,High School,Car,TX,0
16022,499,2624,0.53,19,Employed,High School,Education,IL,0
10089,539,3510,0.42,22,Employed,Masters,Business,OH,1
15822,508,1277,0.41,25,Self-Employed,High School,Debt Consolidation,OH,0
31999,677,6568,0.32,25,Employed,Bachelors,Car,CA,0
3858,471,500,0.18,24,Employed,High School,Business,OH,1
18481,433,1989,0.28,7,Employed,PhD,Debt Consolidation,GA,1
15179,300,500,0.05,6,Employed,Bachelors,Car,GA,1
13312,549,3879,0.35,21,Unemployed,Bachelors,Business,TX,1
18109,463,1795,0.42,14,Self-Employed,Bachelors,Home,OH,1
23519,629,3679,0.38,32,Employed,High School,Business,OH,1
9974,395,500,0.37,11,Employed,High School,Business,GA,1
26628,850,3402,0.23,77,Employed,Bachelors,Debt Consolidation,TX,0
20690,593,500,0.30,43,Employed,Bachelors,Education,GA,0
11398,352,500,0.58,16,Employed,Masters,Business,GA,1
25372,647,4048,0.39,33,Employed,High School,Business,IL,1
29265,681,5802,0.33,30,Self-Employed,Bachelors,Debt Consolidation,CA,1
19003,698,5575,0.27,36,Employed,High School,Education,CA,1
16099,484,3078,0.29,12,Self-Employed,Bachelors,Debt Consolidation,IL,1
1000,654,3773,0.09,41,Employed,Bachelors,Home,CA,0
14671,596,2470,0.40,35,Employed,Bachelors,Education,NC,1
15130,677,6822,0.47,30,Employed,Masters,Education,NY,1
21195,815,7086,0.25,48,Employed,Bachelors,Car,NY,0
1099,649,4864,0.24,35,Self-Employed,High School,Debt Consolidation,OH,0
12309,491,500,0.47,30,Employed,Bachelors,Debt Consolidation,OH,1
2468,568,746,0.25,39,Employed,High School,Debt Consolidation,NY,1
1000,568,2225,0.25,34,Employed,High School,Debt Consolidation,IL,1
18908,485,1900,0.42,18,Unemployed,High School,Debt Consolidation,NC,1
6514,595,2007,0.18,36,Self-Employed,High School,Education,NC,1
6661,526,2546,0.10,22,Employed,Masters,Home,OH,0
4142,599,2759,0.06,33,Employed,Bachelors,Education,GA,0
23126,839,3918,0.19,64,Employed,Masters,Debt Consolidation,NY,1
12304,471,766,0.40,22,Employed,Bachelors,Car,OH,1
22266,850,5094,0.18,61,Employed,High School,Car,FL,0
18690,424,2457,0.37,6,Employed,Bachelors,Home,NC,1
29833,374,522,0.05,6,Employed,Bachelors,Debt Consolidation,OH,0
18864,498,2058,0.41,19,Self-Employed,Bachelors,Car,TX,0
19836,510,1744,0.46,22,Employed,High School,Home,NC,1
22820,585,2208,0.49,32,Self-Employed,High School,Car,OH,1
24481,701,3472,0.43,45,Self-Employed,PhD,Business,NC,1
10776,499,3196,0.32,16,Unemployed,Bachelors,Car,CA,0
25540,587,3021,0.47,28,Employed,Bachelors,Business,NY,1
19272,552,2074,0.42,28,Employed,Masters,Debt Consolidation,OH,1
7953,481,500,0.07,25,Employed,Bachelors,Debt Consolidation,GA,1
14830,495,4159,0.12,8,Self-Employed,Bachelors,Home,TX,0
4617,519,2032,0.30,25,Employed,Masters,Business,NC,0
15701,634,4223,0.17,31,Self-Employed,Bachelors,Car,CA,1
18939,557,2221,0.40,28,Unemployed,Bachelors,Debt Consolidation,OH,1
12861,517,2702,0.21,19,Employed,Bachelors,Business,NC,1
7354,468,2853,0.41,14,Self-Employed,High School,Business,OH,0
1426,456,3143,0.42,12,Retired,Masters,Debt Consolidation,OH,1
20072,539,1154,0.50,30,Employed,High School,Debt Consolidation,FL,1
21712,379,500,0.12,14,Employed,Bachelors,Home,CA,1
7339,642,7556,0.11,20,Employed,High School,Home,NC,1
15610,474,1887,0.21,15,Employed,High School,Education,NC,1
25356,850,4909,0.19,75,Self-Employed,Bachelors,Education,TX,0
13454,385,1719,0.32,6,Self-Employed,High School,Home,IL,0
4860,571,4274,0.28,24,Self-Employed,Bachelors,Car,NY,1
4233,645,4741,0.20,34,Self-Employed,Bachelors,Car,NY,0
2534,547,2554,0.25,28,Unemployed,High School,Home,FL,1
1000,591,500,0.18,46,Employed,Bachelors,Debt Consolidation,CA,0
20569,635,2974,0.39,37,Employed,High School,Car,TX,1
1860,744,7381,0.28,41,Employed,High School,Education,NC,0
21588,813,7147,0.27,48,Employed,Masters,Debt Consolidation,TX,0
20982,809,7746,0.27,45,Employed,Bachelors,Education,IL,0
1581,641,3523,0.25,40,Retired,High School,Debt Consolidation,CA,0
1000,597,2575,0.30,37,Employed,Bachelors,Education,GA,0
7535,706,6365,0.31,38,Employed,Masters,Business,CA,0
12277,538,500,0.60,46,Employed,Masters,Business,NY,1
8326,546,2219,0.05,25,Employed,Masters,Debt Consolidation,TX,1
15223,611,3751,0.16,29,Self-Employed,Bachelors,Home,GA,1
25353,470,4852,0.30,6,Employed,Masters,Car,TX,1
18524,850,7247,0.05,57,Employed,PhD,Home,NY,0
6710,466,1952,0.43,18,Employed,Masters,Business,GA,1
9368,476,500,0.33,26,Employed,Bachelors,Business,IL,1
17336,531,1337,0.43,28,Self-Employed,High School,Home,IL,1
12186,498,1923,0.28,20,Unemployed,High School,Debt Consolidation,NC,0
21481,636,1293,0.54,46,Self-Employed,High School,Education,IL,1
23524,522,3943,0.36,13,Self-Employed,Bachelors,Car,TX,1
16709,658,1851,0.09,44,Employed,High School,Education,TX,0
11827,392,500,0.40,15,Employed,Masters,Business,GA,1
6092,343,1708,0.50,6,Employed,Bachelors,Education,OH,0
4673,530,2212,0.40,28,Employed,Masters,Home,FL,1
4945,662,3234,0.38,45,Employed,Masters,Car,FL,0
18087,576,2581,0.39,30,Employed,Bachelors,Education,IL,0
16587,531,2038,0.44,26,Employed,High School,Home,NC,0
10744,577,5578,0.49,20,Retired,High School,Car,NY,0
20770,655,2216,0.44,44,Employed,Masters,Business,CA,0
1000,730,5255,0.26,51,Employed,Masters,Car,GA,0
18090,509,3257,0.29,15,Employed,Bachelors,Education,IL,1
16733,690,5906,0.19,33,Employed,Masters,Debt Consolidation,IL,0
17810,703,8608,0.32,25,Employed,High School,Home,GA,0
6415,562,2039,0.11,30,Self-Employed,Bachelors,Home,FL,0
14891,380,500,0.22,18,Employed,Bachelors,Business,IL,1
20971,766,3298,0.18,55,Employed,Bachelors,Car,OH,0
25077,850,7396,0.17,75,Unemployed,High School,Car,CA,0
12329,493,1521,0.34,21,Employed,High School,Debt Consolidation,NY,1
6880,577,2182,0.43,35,Employed,High School,Car,IL,0
18988,591,1301,0.47,38,Employed,Bachelors,Education,NY,0
2658,614,3569,0.15,34,Employed,Bachelors,Car,NC,0
18223,405,680,0.37,9,Employed,Masters,Home,CA,1
4343,783,5984,0.13,51,Employed,High School,Debt Consolidation,CA,0
16408,528,1305,0.42,28,Employed,High School,Car,OH,1
6670,674,2656,0.22,47,Employed,Bachelors,Business,GA,0
21380,612,2026,0.39,37,Employed,High School,Car,IL,1
19827,647,3527,0.33,36,Employed,High School,Car,OH,0
19287,435,3371,0.06,6,Self-Employed,Masters,Car,TX,1
19646,812,6820,0.17,49,Employed,High School,Debt Consolidation,GA,0
8643,538,2171,0.08,25,Retired,High School,Education,IL,1
22225,850,3334,0.07,72,Employed,Masters,Business,CA,0
20452,754,3916,0.20,51,Retired,Bachelors,Debt Consolidation,NC,0
13076,399,1137,0.37,8,Employed,Bachelors,Car,GA,1
12650,611,865,0.24,43,Unemployed,Masters,Debt Consolidation,NY,1
2650,716,5161,0.20,44,Self-Employed,Bachelors,Business,IL,0
27923,686,5399,0.33,33,Self-Employed,Bachelors,Business,CA,0
16181,556,5369,0.35,15,Employed,PhD,Education,NC,0
12316,655,6882,0.09,23,Employed,High School,Debt Consolidation,IL,0
12993,726,3008,0.30,53,Self-Employed,PhD,Education,CA,0
22521,660,3053,0.42,41,Self-Employed,High School,Home,IL,0
16743,509,2378,0.34,19,Unemployed,High School,Home,FL,0
8826,356,572,0.33,6,Employed,Bachelors,Car,IL,1
16056,630,2434,0.13,37,Employed,Bachelors,Car,NC,0
6061,570,1004,0.11,36,Employed,High School,Debt Consolidation,CA,1
25982,742,5080,0.34,44,Retired,High School,Home,FL,0
23861,832,3411,0.22,65,Employed,High School,Business,IL,1
14795,368,1128,0.40,6,Self-Employed,High School,Education,TX,1
16782,702,7114,0.22,30,Employed,Bachelors,Car,NY,0
14394,505,1368,0.43,25,Employed,Bachelors,Home,TX,1
18866,454,2019,0.41,12,Employed,High School,Home,GA,1
14945,476,805,0.45,22,Employed,Bachelors,Car,CA,1
16174,446,1663,0.39,13,Employed,High School,Home,NY,1
11547,462,1379,0.32,17,Self-Employed,PhD,Debt Consolidation,NC,1
20323,845,6391,0.14,55,Employed,PhD,Education,OH,0
26781,692,2378,0.54,49,Employed,Bachelors,Home,FL,1
20696,522,3314,0.35,17,Self-Employed,Masters,Debt Consolidation,NC,1
9930,300,885,0.30,6,Self-Employed,Bachelors,Car,IL,1
10341,522,2353,0.28,23,Unemployed,PhD,Debt Consolidation,NC,1
20120,507,2185,0.41,19,Employed,Bachelors,Home,OH,1
21305,818,7543,0.27,47,Employed,Bachelors,Education,GA,0
11669,540,1273,0.48,32,Self-Employed,PhD,Debt Consolidation,NY,1
22997,568,4132,0.34,20,Self-Employed,Masters,Home,OH,1
6679,496,500,0.21,29,Employed,High School,Education,FL,0
19390,758,6013,0.22,43,Employed,Masters,Car,IL,0
21101,766,4402,0.23,51,Employed,High School,Home,NY,0
14589,374,500,0.05,14,Employed,Masters,Car,NC,0
11370,485,1778,0.17,18,Employed,Bachelors,Education,NC,1
1038,568,500,0.07,46,Self-Employed,Bachelors,Education,FL,1
18988,810,8001,0.19,43,Employed,High School,Debt Consolidation,OH,0
22042,850,5120,0.05,73,Employed,Masters,Home,GA,0
20540,800,8304,0.29,41,Unemployed,Bachelors,Education,NY,0
27361,743,4261,0.42,48,Employed,Masters,Business,OH,1
3921,496,513,0.16,27,Self-Employed,High School,Home,TX,1
15790,437,1426,0.38,12,Employed,High School,Car,TX,0
20956,592,2812,0.39,31,Employed,Bachelors,Education,OH,1
23554,665,2825,0.44,42,Retired,Bachelors,Debt Consolidation,NY,0
1000,607,2671,0.30,39,Employed,High School,Business,TX,0
20693,737,5573,0.29,42,Employed,High School,Home,FL,0
23154,627,4482,0.31,28,Unemployed,Bachelors,Debt Consolidation,NC,0
17203,504,1290,0.44,24,Employed,Bachelors,Debt Consolidation,IL,1
26081,437,3371,0.29,6,Self-Employed,Masters,Education,NC,1
16117,428,2056,0.35,7,Employed,Bachelors,Business,IL,1
26870,660,2178,0.57,45,Employed,Bachelors,Home,FL,0
23142,543,4270,0.31,15,Self-Employed,Bachelors,Car,FL,1
17569,396,2243,0.36,6,Employed,Bachelors,Business,TX,1
17699,728,6301,0.19,37,Employed,High School,Car,NY,0
8486,511,2911,0.51,21,Unemployed,Bachelors,Home,OH,0
25078,850,3990,0.22,70,Self-Employed,PhD,Debt Consolidation,IL,0
10383,563,4753,0.29,20,Self-Employed,Bachelors,Business,GA,0
27162,617,5432,0.32,21,Employed,Masters,Education,TX,0
20412,655,3710,0.32,37,Employed,High School,Car,NY,0
19316,520,3482,0.30,15,Unemployed,Bachelors,Education,IL,1
20599,601,2286,0.43,35,Employed,High School,Car,IL,1
11418,487,3353,0.19,11,Unemployed,Bachelors,Debt Consolidation,IL,1
13631,473,2052,0.33,15,Employed,High School,Home,CA,1
17414,526,3970,0.07,12,Employed,High School,Home,OH,1
19020,509,1557,0.46,23,Employed,Masters,Home,FL,1
11114,476,500,0.43,27,Unemployed,Bachelors,Business,GA,1
13802,654,6648,0.31,26,Employed,Masters,Car,TX,0
1123,635,2009,0.10,44,Self-Employed,Bachelors,Car,IL,0
19336,656,2163,0.42,45,Employed,High School,Car,OH,1
13285,499,1843,0.37,21,Employed,High School,Home,FL,1
11060,487,500,0.11,30,Retired,Bachelors,Debt Consolidation,TX,1
22123,457,2876,0.76,11,Employed,High School,Car,NY,1
18867,588,3093,0.33,29,Unemployed,Bachelors,Car,TX,0
15257,642,6542,0.22,23,Retired,High School,Home,TX,0
13412,672,2524,0.33,47,Unemployed,Bachelors,Car,TX,1
1000,563,2056,0.33,35,Self-Employed,High School,Debt Consolidation,OH,0
20554,817,7227,0.22,48,Employed,Bachelors,Business,NY,0
17798,409,2099,0.38,6,Self-Employed,Masters,Car,IL,1
16981,481,2475,0.28,14,Unemployed,PhD,Education,NY,1
12677,622,4389,0.09,28,Self-Employed,Masters,Home,IL,0
14481,548,3838,0.37,21,Self-Employed,Bachelors,Business,NY,1
16661,622,1050,0.46,45,Employed,Bachelors,Business,FL,0
